performance_score,avg_training_score,training_efficiency,score_per_age,previous_year_rating,award_score,recruitment_channel_sourcing,gender_m,awards_won?,department_Sales & Marketing,joining_age,length_of_service,training_frequency,region_region_2,education_Master's & above,no_of_trainings,department_Operations,age,experience_ratio,department_Procurement,is_promoted
244.0,61,61.0,2.179,4.0,0,1,1,0,0,26,2,0.333,1,0,1,1,28,0.071,0,0
168.0,56,56.0,2.333,3.0,0,1,1,0,0,23,1,0.5,0,0,1,0,24,0.042,0,0
348.0,87,43.5,3.346,4.0,0,0,1,0,0,24,2,0.667,0,0,2,0,26,0.077,0,0
320.0,64,64.0,1.882,5.0,0,1,1,0,0,30,4,0.2,0,0,1,0,34,0.118,0,0
138.0,46,46.0,1.314,3.0,0,1,1,0,1,28,7,0.125,0,0,1,0,35,0.2,0,0
237.0,79,79.0,1.837,3.0,0,0,1,0,0,29,14,0.067,0,1,1,0,43,0.326,0,0
39.0,39,39.0,1.147,1.0,0,0,1,0,1,26,8,0.111,0,0,1,0,34,0.235,0,0
264.0,88,44.0,2.316,3.0,0,0,0,0,0,28,10,0.182,0,1,2,0,38,0.263,0,0
54.0,54,54.0,1.588,1.0,0,0,0,0,0,29,5,0.167,0,0,1,1,34,0.147,0,0
252.0,63,63.0,1.537,4.0,0,1,1,0,0,37,4,0.2,0,0,1,1,41,0.098,0,0
61.0,61,30.5,2.103,1.0,0,1,1,0,0,25,4,0.4,0,0,2,0,29,0.138,0,0
244.0,61,61.0,1.848,4.0,0,0,1,0,0,30,3,0.25,1,0,1,1,33,0.091,0,0
192.0,48,48.0,1.171,4.0,0,0,0,0,1,36,5,0.167,1,1,1,0,41,0.122,0,0
171.0,57,19.0,1.5,3.0,0,0,1,0,0,27,11,0.25,1,1,3,1,38,0.289,0,0
264.0,66,33.0,1.222,4.0,0,0,0,0,0,31,23,0.083,1,1,2,0,54,0.426,1,0
98.0,49,24.5,1.441,2.0,0,1,0,0,1,26,8,0.222,0,1,2,0,34,0.235,0,0
435.0,87,43.5,3.346,5.0,0,0,1,0,0,23,3,0.5,1,0,2,0,26,0.115,0,0
295.0,59,59.0,1.686,5.0,0,1,0,0,0,32,3,0.25,0,0,1,1,35,0.086,0,0
186.0,62,62.0,2.214,3.0,0,0,1,0,0,27,1,0.5,1,0,1,0,28,0.036,0,0
180.0,60,60.0,1.667,3.0,0,0,1,0,0,32,4,0.2,0,1,1,1,36,0.111,0,0
261.0,87,87.0,1.933,3.0,0,0,1,0,0,30,15,0.062,0,0,1,0,45,0.333,0,0
264.0,66,66.0,1.737,4.0,0,0,1,0,0,31,7,0.125,0,1,1,0,38,0.184,1,0
94.0,47,47.0,1.808,2.0,0,0,0,0,1,22,4,0.2,0,0,1,0,26,0.154,0,0
255.0,85,85.0,2.742,3.0,0,1,1,0,0,27,4,0.2,0,0,1,0,31,0.129,0,0
261.0,87,87.0,2.719,3.0,0,1,1,0,0,25,7,0.125,0,0,1,0,32,0.219,0,0
312.0,78,78.0,2.69,4.0,0,1,1,0,0,25,4,0.2,0,0,1,0,29,0.138,0,0
150.0,50,50.0,1.25,3.0,0,0,0,0,1,28,12,0.077,1,0,1,0,40,0.3,0,0
300.0,75,37.5,2.586,4.0,0,0,1,0,0,23,6,0.286,1,0,2,0,29,0.207,0,0
435.0,87,43.5,2.806,5.0,0,0,1,0,0,24,7,0.25,0,0,2,0,31,0.226,0,0
290.0,58,58.0,1.812,5.0,0,0,1,0,0,26,6,0.143,0,0,1,0,32,0.188,0,0
335.0,67,67.0,1.595,5.0,0,0,1,0,0,31,11,0.083,0,0,1,1,42,0.262,0,0
325.0,65,65.0,2.167,5.0,0,1,0,0,0,27,3,0.25,0,0,1,0,30,0.1,1,0
210.0,70,70.0,2.917,3.0,0,0,0,0,0,22,2,0.333,0,0,1,0,24,0.083,1,0
168.0,56,56.0,1.6,3.0,0,1,1,0,1,28,7,0.125,0,0,1,0,35,0.2,0,0
80.0,80,40.0,2.5,1.0,0,1,0,0,0,29,3,0.5,0,0,2,0,32,0.094,0,0
141.0,47,47.0,2.136,3.0,0,1,0,0,0,20,2,0.333,1,0,1,0,22,0.091,0,0
240.0,48,24.0,1.091,5.0,0,1,1,0,1,30,14,0.133,1,0,2,0,44,0.318,0,0
174.0,58,29.0,1.487,3.0,0,0,1,0,0,30,9,0.2,0,0,2,1,39,0.231,0,0
340.0,85,85.0,1.848,4.0,0,0,0,0,0,29,17,0.056,0,0,1,0,46,0.37,0,0
154.0,77,77.0,2.655,2.0,0,0,1,0,0,24,5,0.167,0,0,1,0,29,0.172,0,0
59.0,59,59.0,2.269,1.0,0,0,1,0,0,23,3,0.25,0,0,1,0,26,0.115,0,0
244.0,61,61.0,1.743,4.0,0,0,1,0,0,30,5,0.167,0,0,1,1,35,0.143,0,0
380.0,95,95.0,3.276,4.0,0,0,0,0,0,27,2,0.333,1,0,1,0,29,0.069,1,1
158.0,79,79.0,2.633,2.0,0,1,1,0,0,21,9,0.1,0,0,1,0,30,0.3,0,0
200.0,50,50.0,1.111,4.0,0,0,1,0,1,40,5,0.167,0,0,1,0,45,0.111,0,0
47.0,47,47.0,1.567,1.0,0,0,0,0,1,24,6,0.143,0,0,1,0,30,0.2,0,0
118.0,59,59.0,2.107,2.0,0,1,1,0,0,24,4,0.2,0,0,1,0,28,0.143,0,0
380.0,76,76.0,1.652,5.0,0,1,1,0,0,36,10,0.091,1,1,1,0,46,0.217,0,0
138.0,69,69.0,2.556,2.0,0,1,1,0,0,25,2,0.333,0,0,1,0,27,0.074,1,0
94.0,47,47.0,1.382,2.0,0,1,1,0,1,29,5,0.167,0,0,1,0,34,0.147,0,0
430.0,86,43.0,2.688,5.0,0,1,1,0,0,29,3,0.5,0,0,2,0,32,0.094,0,0
315.0,63,63.0,1.8,5.0,0,0,0,0,0,25,10,0.091,0,0,1,1,35,0.286,0,0
264.0,66,66.0,1.833,4.0,0,0,1,0,0,33,3,0.25,0,0,1,0,36,0.083,1,0
70.0,70,70.0,1.207,1.0,0,0,0,0,0,45,13,0.071,1,1,1,0,58,0.224,1,0
228.0,57,57.0,1.966,4.0,0,0,1,0,0,25,4,0.2,0,0,1,0,29,0.138,0,0
201.0,67,67.0,2.03,3.0,0,0,0,0,0,30,3,0.25,1,0,1,0,33,0.091,1,0
310.0,62,62.0,1.938,5.0,0,0,0,0,0,26,6,0.143,0,0,1,1,32,0.188,0,0
295.0,59,59.0,2.36,5.0,0,0,1,0,0,23,2,0.333,0,0,1,0,25,0.08,0,0
136.0,68,17.0,1.659,2.0,0,0,1,0,0,32,9,0.4,0,0,4,0,41,0.22,1,0
207.0,69,69.0,2.76,3.0,0,0,0,0,0,24,1,0.5,0,0,1,0,25,0.04,1,0
79.0,79,79.0,1.58,1.0,79,0,1,1,0,43,7,0.125,1,1,1,0,50,0.14,0,0
53.0,53,53.0,1.767,1.0,0,0,1,0,1,23,7,0.125,0,0,1,0,30,0.233,0,0
243.0,81,81.0,2.893,3.0,0,1,1,0,0,27,1,0.5,0,0,1,0,28,0.036,0,0
415.0,83,83.0,2.075,5.0,83,0,1,1,0,35,5,0.167,0,1,1,0,40,0.125,0,1
183.0,61,61.0,2.346,3.0,0,0,0,0,0,24,2,0.333,1,0,1,0,26,0.077,0,0
405.0,81,81.0,2.314,5.0,0,0,1,0,0,27,8,0.111,0,0,1,0,35,0.229,0,0
156.0,52,52.0,1.405,3.0,0,0,1,0,1,30,7,0.125,0,1,1,0,37,0.189,0,0
225.0,75,75.0,2.206,3.0,0,0,1,0,0,31,3,0.25,0,1,1,1,34,0.088,0,1
171.0,57,57.0,2.28,3.0,0,1,1,0,0,23,2,0.333,0,0,1,1,25,0.08,0,0
310.0,62,62.0,2.818,5.0,0,0,1,0,1,20,2,0.333,1,0,1,0,22,0.091,0,1
340.0,68,34.0,2.615,5.0,0,0,0,0,0,24,2,0.667,1,0,2,0,26,0.077,1,1
320.0,80,80.0,2.581,4.0,0,0,0,0,0,24,7,0.125,1,0,1,0,31,0.226,0,0
300.0,60,15.0,1.935,5.0,0,1,1,0,0,28,3,1.0,1,0,4,0,31,0.097,0,0
258.0,86,86.0,2.688,3.0,0,1,1,0,0,26,6,0.143,0,0,1,0,32,0.188,0,0
240.0,48,48.0,1.333,5.0,0,1,1,0,1,28,8,0.111,0,0,1,0,36,0.222,0,0
243.0,81,81.0,1.421,3.0,0,1,0,0,0,38,19,0.05,1,0,1,0,57,0.333,0,0
204.0,51,51.0,1.214,4.0,0,1,0,0,1,33,9,0.1,1,0,1,0,42,0.214,0,0
144.0,48,48.0,1.714,3.0,0,0,1,0,1,25,3,0.25,0,0,1,0,28,0.107,0,0
344.0,86,43.0,2.606,4.0,0,1,1,0,0,30,3,0.5,0,0,2,0,33,0.091,0,0
258.0,86,86.0,2.098,3.0,0,1,1,0,0,38,3,0.25,1,0,1,0,41,0.073,0,0
183.0,61,30.5,2.346,3.0,0,0,1,0,0,25,1,1.0,1,0,2,1,26,0.038,0,0
420.0,84,84.0,2.625,5.0,84,0,0,1,0,27,5,0.167,0,0,1,0,32,0.156,1,1
171.0,57,57.0,1.188,3.0,0,0,1,0,0,40,8,0.111,1,0,1,1,48,0.167,0,0
174.0,58,58.0,1.415,3.0,0,0,1,0,0,34,7,0.125,0,1,1,1,41,0.171,0,0
410.0,82,82.0,2.645,5.0,0,0,1,0,0,27,4,0.2,1,1,1,0,31,0.129,0,0
216.0,54,54.0,1.459,4.0,0,0,1,0,1,32,5,0.167,0,0,1,0,37,0.135,0,0
84.0,84,84.0,2.8,1.0,0,0,1,0,0,26,4,0.2,0,0,1,0,30,0.133,0,0
300.0,60,60.0,2.308,5.0,0,0,1,0,0,24,2,0.333,1,0,1,0,26,0.077,0,0
210.0,42,42.0,0.955,5.0,0,1,1,0,1,33,11,0.083,0,0,1,0,44,0.25,0,0
180.0,60,60.0,1.364,3.0,0,1,0,0,0,34,10,0.091,0,0,1,1,44,0.227,0,0
384.0,96,96.0,3.2,4.0,0,0,1,0,0,28,2,0.333,0,1,1,0,30,0.067,0,1
177.0,59,59.0,2.458,3.0,0,0,1,0,0,22,2,0.333,0,0,1,1,24,0.083,0,0
49.0,49,49.0,1.225,1.0,0,0,1,0,1,30,10,0.091,0,0,1,0,40,0.25,0,0
240.0,80,80.0,2.5,3.0,0,0,1,0,0,27,5,0.167,0,1,1,0,32,0.156,0,0
265.0,53,53.0,1.325,5.0,0,1,1,0,1,33,7,0.125,1,0,1,0,40,0.175,0,0
312.0,78,39.0,3.25,4.0,0,0,0,0,0,21,3,0.5,0,0,2,0,24,0.125,0,0
256.0,64,64.0,1.422,4.0,0,0,1,0,1,30,15,0.062,0,0,1,0,45,0.333,0,1
300.0,60,60.0,1.765,5.0,0,0,0,0,1,29,5,0.167,1,0,1,0,34,0.147,0,1
240.0,60,60.0,1.034,4.0,0,0,0,0,0,40,18,0.053,1,0,1,1,58,0.31,0,0
246.0,82,82.0,2.343,3.0,0,1,1,0,0,28,7,0.125,0,0,1,0,35,0.2,0,0
204.0,51,51.0,2.125,4.0,0,0,1,0,1,22,2,0.333,0,0,1,0,24,0.083,0,0
96.0,48,48.0,1.371,2.0,0,0,1,0,1,27,8,0.111,0,0,1,0,35,0.229,0,0
81.0,81,81.0,2.613,1.0,0,1,1,0,0,29,2,0.333,0,0,1,0,31,0.065,0,0
180.0,60,60.0,1.818,3.0,0,0,1,0,0,28,5,0.167,0,0,1,1,33,0.152,0,0
141.0,47,47.0,1.068,3.0,0,1,0,0,0,30,14,0.067,1,1,1,0,44,0.318,0,0
104.0,52,52.0,2.167,2.0,0,0,1,0,1,22,2,0.333,0,0,1,0,24,0.083,0,1
138.0,69,34.5,2.029,2.0,0,0,1,0,0,24,10,0.182,1,0,2,0,34,0.294,1,0
270.0,54,54.0,1.459,5.0,0,1,1,0,1,35,2,0.333,0,0,1,0,37,0.054,0,0
189.0,63,31.5,2.032,3.0,0,0,1,0,0,27,4,0.4,0,0,2,1,31,0.129,0,0
207.0,69,69.0,2.156,3.0,0,0,1,0,0,24,8,0.111,0,0,1,0,32,0.25,1,0
285.0,57,57.0,1.727,5.0,0,0,0,0,0,26,7,0.125,1,0,1,1,33,0.212,0,0
171.0,57,57.0,1.075,3.0,0,1,0,0,0,42,11,0.083,1,0,1,1,53,0.208,0,0
285.0,57,28.5,1.541,5.0,0,1,1,0,0,33,4,0.4,0,0,2,1,37,0.108,0,0
98.0,49,49.0,1.633,2.0,0,1,1,0,1,25,5,0.167,0,0,1,0,30,0.167,0,0
405.0,81,81.0,2.314,5.0,0,1,1,0,0,32,3,0.25,0,0,1,0,35,0.086,0,0
240.0,80,80.0,2.5,3.0,0,1,1,0,0,28,4,0.2,0,0,1,0,32,0.125,0,0
183.0,61,61.0,1.356,3.0,0,1,1,0,0,36,9,0.1,0,0,1,1,45,0.2,0,0
207.0,69,69.0,2.379,3.0,0,0,1,0,0,28,1,0.5,0,0,1,0,29,0.034,1,0
159.0,53,26.5,1.71,3.0,0,1,1,0,1,27,4,0.4,0,0,2,0,31,0.129,0,0
240.0,80,40.0,2.353,3.0,0,1,1,0,0,26,8,0.222,0,0,2,0,34,0.235,0,0
258.0,86,86.0,3.583,3.0,0,0,0,0,0,23,1,0.5,0,0,1,0,24,0.042,0,0
295.0,59,59.0,1.903,5.0,0,0,0,0,0,24,7,0.125,0,1,1,1,31,0.226,0,0
141.0,47,47.0,1.27,3.0,0,0,0,0,1,31,6,0.143,0,1,1,0,37,0.162,0,0
144.0,48,48.0,1.143,3.0,0,0,1,0,1,30,12,0.077,0,1,1,0,42,0.286,0,0
216.0,72,72.0,1.8,3.0,0,0,1,0,0,34,6,0.143,0,1,1,0,40,0.15,1,0
320.0,64,64.0,1.73,5.0,0,1,1,0,0,32,5,0.167,1,0,1,1,37,0.135,0,0
171.0,57,57.0,1.14,3.0,0,0,1,0,0,42,8,0.111,0,0,1,1,50,0.16,0,0
183.0,61,61.0,2.179,3.0,0,0,1,0,0,27,1,0.5,0,0,1,1,28,0.036,0,0
159.0,53,53.0,0.93,3.0,0,0,0,0,0,44,13,0.071,1,1,1,0,57,0.228,0,0
92.0,46,23.0,1.095,2.0,0,0,1,0,1,32,10,0.182,0,1,2,0,42,0.238,0,0
183.0,61,61.0,1.794,3.0,0,1,1,0,0,26,8,0.111,1,1,1,1,34,0.235,0,0
270.0,54,54.0,1.588,5.0,0,1,0,0,0,26,8,0.111,1,0,1,1,34,0.235,0,0
186.0,62,62.0,2.138,3.0,0,0,1,0,0,28,1,0.5,0,0,1,1,29,0.034,0,0
236.0,59,59.0,1.844,4.0,0,0,0,0,0,25,7,0.125,0,1,1,1,32,0.219,0,0
305.0,61,61.0,2.259,5.0,0,1,0,0,0,25,2,0.333,0,0,1,1,27,0.074,0,0
249.0,83,27.667,2.767,3.0,0,0,1,0,0,29,1,1.5,0,0,3,0,30,0.033,0,0
249.0,83,83.0,1.804,3.0,0,0,1,0,0,29,17,0.056,0,1,1,0,46,0.37,0,0
147.0,49,49.0,1.324,3.0,0,0,1,0,1,27,10,0.091,0,1,1,0,37,0.27,0,1
208.0,52,52.0,1.083,4.0,0,1,0,0,1,35,13,0.071,1,0,1,0,48,0.271,0,0
420.0,84,84.0,2.1,5.0,0,0,1,0,0,28,12,0.077,1,0,1,0,40,0.3,0,0
219.0,73,73.0,2.281,3.0,0,0,1,0,0,26,6,0.143,0,0,1,0,32,0.188,0,0
48.0,48,48.0,1.455,1.0,0,0,1,0,1,26,7,0.125,0,0,1,0,33,0.212,0,0
198.0,66,66.0,1.886,3.0,0,0,0,0,0,29,6,0.143,0,0,1,0,35,0.171,1,0
153.0,51,51.0,2.217,3.0,0,1,1,0,1,21,2,0.333,0,0,1,0,23,0.087,0,0
258.0,86,86.0,2.688,3.0,0,0,1,0,0,28,4,0.2,0,1,1,0,32,0.125,0,0
177.0,59,14.75,1.903,3.0,0,1,1,0,0,25,6,0.571,1,0,4,1,31,0.194,0,0
240.0,60,60.0,1.5,4.0,0,0,0,0,0,27,13,0.071,0,0,1,1,40,0.325,0,0
140.0,70,70.0,1.628,2.0,0,0,1,0,0,36,7,0.125,1,1,1,0,43,0.163,1,0
180.0,60,60.0,1.579,3.0,0,0,1,0,0,32,6,0.143,0,1,1,1,38,0.158,0,0
245.0,49,49.0,1.361,5.0,0,0,1,0,1,28,8,0.111,0,0,1,0,36,0.222,0,0
325.0,65,65.0,1.327,5.0,0,0,1,0,0,29,20,0.048,0,1,1,0,49,0.408,1,0
50.0,50,50.0,1.562,1.0,0,1,0,0,1,28,4,0.2,0,0,1,0,32,0.125,0,0
273.0,91,45.5,3.5,3.0,0,0,1,0,0,24,2,0.667,1,0,2,0,26,0.077,0,0
261.0,87,87.0,1.582,3.0,0,1,1,0,0,37,18,0.053,0,0,1,0,55,0.327,0,0
150.0,50,50.0,1.429,3.0,0,0,0,0,0,30,5,0.167,0,1,1,0,35,0.143,0,0
236.0,59,59.0,1.639,4.0,0,0,0,0,0,30,6,0.143,0,1,1,1,36,0.167,0,0
225.0,45,45.0,1.552,5.0,0,0,1,0,1,25,4,0.2,0,0,1,0,29,0.138,0,0
216.0,72,72.0,1.565,3.0,0,0,1,0,0,27,19,0.05,0,0,1,0,46,0.413,1,0
252.0,84,42.0,2.8,3.0,0,1,1,0,0,26,4,0.4,0,0,2,0,30,0.133,0,0
200.0,40,40.0,0.784,5.0,0,0,1,0,1,32,19,0.05,1,0,1,0,51,0.373,0,0
162.0,54,54.0,1.459,3.0,0,0,1,0,1,30,7,0.125,0,1,1,0,37,0.189,0,0
264.0,88,88.0,3.259,3.0,0,0,1,0,0,25,2,0.333,0,0,1,0,27,0.074,0,0
49.0,49,49.0,1.14,1.0,0,0,1,0,1,39,4,0.2,0,0,1,0,43,0.093,0,0
153.0,51,51.0,1.645,3.0,0,0,0,0,0,24,7,0.125,0,0,1,0,31,0.226,0,0
260.0,65,32.5,1.711,4.0,0,1,0,0,0,29,9,0.2,0,1,2,1,38,0.237,0,0
45.0,45,45.0,1.047,1.0,0,0,0,0,1,33,10,0.091,1,1,1,0,43,0.233,0,0
243.0,81,27.0,2.793,3.0,0,1,1,0,0,25,4,0.6,0,0,3,0,29,0.138,0,0
237.0,79,79.0,2.633,3.0,0,1,0,0,0,28,2,0.333,0,1,1,0,30,0.067,0,0
250.0,50,50.0,1.02,5.0,0,0,0,0,0,27,22,0.043,1,0,1,0,49,0.449,0,0
360.0,90,90.0,1.837,4.0,0,0,1,0,0,44,5,0.167,0,1,1,0,49,0.102,0,0
96.0,48,48.0,1.333,2.0,0,1,1,0,1,31,5,0.167,0,1,1,0,36,0.139,0,0
71.0,71,71.0,2.152,1.0,0,1,1,0,0,30,3,0.25,0,1,1,0,33,0.091,1,0
147.0,49,16.333,0.942,3.0,0,0,1,0,1,27,25,0.115,0,1,3,0,52,0.481,0,0
159.0,53,53.0,1.828,3.0,0,0,0,0,1,28,1,0.5,0,0,1,0,29,0.034,0,0
168.0,56,56.0,1.514,3.0,0,0,1,0,0,26,11,0.083,0,0,1,1,37,0.297,0,0
183.0,61,61.0,2.44,3.0,0,0,1,0,0,22,3,0.25,0,0,1,0,25,0.12,0,0
156.0,52,52.0,2.167,3.0,0,1,1,0,0,23,1,0.5,1,0,1,0,24,0.042,0,0
316.0,79,79.0,2.135,4.0,0,0,0,0,0,24,13,0.071,0,1,1,0,37,0.351,0,0
295.0,59,59.0,1.686,5.0,0,0,1,0,0,25,10,0.091,0,0,1,1,35,0.286,0,1
228.0,76,76.0,2.303,3.0,0,0,0,0,0,29,4,0.2,0,0,1,0,33,0.121,0,1
355.0,71,71.0,2.152,5.0,0,1,0,0,0,24,9,0.1,1,0,1,0,33,0.273,1,0
234.0,78,78.0,1.322,3.0,0,0,0,0,0,31,28,0.034,1,0,1,0,59,0.475,0,0
264.0,88,88.0,3.034,3.0,0,1,1,0,0,28,1,0.5,1,0,1,0,29,0.034,0,0
118.0,59,59.0,1.553,2.0,0,0,0,0,0,30,8,0.111,1,0,1,1,38,0.211,0,0
228.0,57,57.0,1.188,4.0,0,1,1,0,0,35,13,0.071,1,0,1,1,48,0.271,0,0
186.0,62,62.0,2.0,3.0,0,0,1,0,0,30,1,0.5,0,0,1,0,31,0.032,0,0
77.0,77,77.0,2.406,1.0,0,1,0,0,0,27,5,0.167,0,1,1,0,32,0.156,0,0
189.0,63,21.0,2.625,3.0,0,0,1,0,0,22,2,1.0,0,0,3,0,24,0.083,1,0
385.0,77,38.5,2.081,5.0,0,1,1,0,0,32,5,0.333,0,1,2,0,37,0.135,0,0
230.0,46,46.0,1.438,5.0,0,1,0,0,1,24,8,0.111,0,0,1,0,32,0.25,0,1
144.0,48,48.0,1.548,3.0,0,0,1,0,1,29,2,0.333,0,0,1,0,31,0.065,0,0
183.0,61,30.5,1.356,3.0,61,1,1,1,0,40,5,0.333,1,0,2,1,45,0.111,0,0
225.0,45,45.0,0.789,5.0,0,0,1,0,1,51,6,0.143,1,0,1,0,57,0.105,0,0
118.0,59,29.5,1.513,2.0,0,0,1,0,0,31,8,0.222,0,1,2,1,39,0.205,0,0
70.0,70,70.0,1.667,1.0,0,1,1,0,0,38,4,0.2,1,1,1,0,42,0.095,1,0
195.0,65,65.0,1.444,3.0,65,0,0,1,0,41,4,0.2,0,0,1,1,45,0.089,0,1
183.0,61,61.0,1.488,3.0,0,1,1,0,0,38,3,0.25,0,1,1,1,41,0.073,0,0
74.0,74,74.0,1.805,1.0,0,1,0,0,0,30,11,0.083,0,1,1,0,41,0.268,0,0
50.0,50,50.0,1.471,1.0,0,1,1,0,1,27,7,0.125,0,1,1,0,34,0.206,0,0
260.0,52,52.0,1.106,5.0,0,1,1,0,1,29,18,0.053,0,0,1,0,47,0.383,0,0
255.0,51,51.0,1.545,5.0,0,1,1,0,1,26,7,0.125,0,1,1,0,33,0.212,0,0
207.0,69,69.0,1.438,3.0,0,1,0,0,0,33,15,0.062,0,1,1,1,48,0.312,0,1
240.0,60,60.0,1.765,4.0,0,0,1,0,0,31,3,0.25,0,0,1,1,34,0.088,0,0
235.0,47,47.0,1.343,5.0,0,0,1,0,1,31,4,0.2,0,1,1,0,35,0.114,0,0
420.0,84,84.0,2.4,5.0,0,1,1,0,0,31,4,0.2,0,1,1,0,35,0.114,0,0
237.0,79,39.5,3.038,3.0,0,1,0,0,0,24,2,0.667,0,0,2,0,26,0.077,0,0
147.0,49,49.0,1.089,3.0,0,1,1,0,1,28,17,0.056,0,1,1,0,45,0.378,0,0
162.0,54,54.0,1.742,3.0,0,1,0,0,1,30,1,0.5,0,1,1,0,31,0.032,0,0
245.0,49,49.0,1.633,5.0,0,1,1,0,1,23,7,0.125,0,0,1,0,30,0.233,0,0
50.0,50,50.0,1.087,1.0,0,1,1,0,1,41,5,0.167,0,0,1,0,46,0.109,0,0
280.0,56,56.0,0.933,5.0,0,0,0,0,0,56,4,0.2,1,0,1,1,60,0.067,0,0
275.0,55,55.0,1.25,5.0,0,0,1,0,0,33,11,0.083,0,0,1,1,44,0.25,0,0
258.0,86,28.667,2.457,3.0,0,1,1,0,0,32,3,0.75,0,1,3,0,35,0.086,0,0
104.0,52,26.0,1.576,2.0,0,1,1,0,1,27,6,0.286,0,0,2,0,33,0.182,0,0
220.0,55,55.0,1.447,4.0,0,1,1,0,0,30,8,0.111,0,0,1,1,38,0.211,0,0
240.0,80,80.0,2.051,3.0,0,1,1,0,0,34,5,0.167,0,1,1,0,39,0.128,0,0
150.0,50,50.0,1.667,3.0,0,0,1,0,1,28,2,0.333,0,0,1,0,30,0.067,0,0
195.0,65,65.0,2.097,3.0,0,1,1,0,0,30,1,0.5,0,0,1,1,31,0.032,0,0
200.0,50,50.0,0.877,4.0,0,1,1,0,1,54,3,0.25,0,0,1,0,57,0.053,0,0
50.0,50,50.0,1.471,1.0,0,0,0,0,1,27,7,0.125,1,0,1,0,34,0.206,0,0
198.0,66,66.0,1.737,3.0,0,0,1,0,0,34,4,0.2,1,0,1,1,38,0.105,0,0
165.0,55,55.0,2.292,3.0,0,0,1,0,1,23,1,0.5,0,0,1,0,24,0.042,0,0
261.0,87,87.0,1.933,3.0,0,0,1,0,0,29,16,0.059,0,1,1,0,45,0.356,1,1
53.0,53,53.0,1.325,1.0,0,0,1,0,1,29,11,0.083,0,1,1,0,40,0.275,0,0
210.0,70,35.0,2.188,3.0,0,0,1,0,0,29,3,0.5,0,0,2,0,32,0.094,1,0
144.0,48,24.0,1.655,3.0,0,1,0,0,1,27,2,0.667,1,0,2,0,29,0.069,0,0
236.0,59,59.0,1.513,4.0,0,0,0,0,0,28,11,0.083,1,0,1,0,39,0.282,0,0
240.0,80,80.0,2.5,3.0,0,1,1,0,0,25,7,0.125,0,0,1,0,32,0.219,0,0
232.0,58,29.0,1.018,4.0,0,0,1,0,0,50,7,0.25,1,1,2,1,57,0.123,0,0
216.0,72,72.0,2.0,3.0,0,0,0,0,0,32,4,0.2,0,0,1,0,36,0.111,1,0
46.0,46,46.0,1.353,1.0,0,0,1,0,1,29,5,0.167,1,0,1,0,34,0.147,0,0
250.0,50,50.0,1.515,5.0,0,0,0,0,0,26,7,0.125,0,1,1,0,33,0.212,0,0
162.0,81,81.0,2.077,2.0,0,1,1,0,0,35,4,0.2,1,1,1,0,39,0.103,0,0
236.0,59,29.5,1.844,4.0,0,1,0,0,0,24,8,0.222,0,0,2,0,32,0.25,0,0
231.0,77,77.0,2.484,3.0,0,0,1,0,0,25,6,0.143,1,0,1,0,31,0.194,0,0
52.0,52,52.0,1.677,1.0,0,0,1,0,1,24,7,0.125,0,0,1,0,31,0.226,0,0
204.0,68,68.0,2.72,3.0,0,0,0,0,0,22,3,0.25,0,0,1,0,25,0.12,1,0
250.0,50,50.0,1.163,5.0,0,1,0,0,1,39,4,0.2,0,0,1,0,43,0.093,0,0
195.0,65,65.0,2.6,3.0,0,1,1,0,0,24,1,0.5,1,0,1,1,25,0.04,0,0
68.0,68,68.0,1.36,1.0,0,0,0,0,0,34,16,0.059,1,1,1,0,50,0.32,1,0
192.0,64,21.333,2.0,3.0,0,0,1,0,0,28,4,0.6,0,1,3,1,32,0.125,0,1
177.0,59,59.0,2.107,3.0,0,1,1,0,0,26,2,0.333,0,0,1,0,28,0.071,0,0
51.0,51,51.0,1.594,1.0,0,0,1,0,1,27,5,0.167,0,0,1,0,32,0.156,0,0
245.0,49,49.0,1.441,5.0,0,1,1,0,1,29,5,0.167,0,0,1,0,34,0.147,0,0
275.0,55,55.0,1.833,5.0,0,0,1,0,0,26,4,0.2,0,0,1,1,30,0.133,0,0
370.0,74,74.0,2.242,5.0,0,1,0,0,0,27,6,0.143,0,1,1,1,33,0.182,0,1
280.0,70,35.0,1.522,4.0,0,1,1,0,0,27,19,0.1,0,1,2,0,46,0.413,1,0
200.0,50,50.0,1.429,4.0,0,1,1,0,1,25,10,0.091,0,0,1,0,35,0.286,0,1
295.0,59,59.0,1.788,5.0,0,0,1,0,0,25,8,0.111,0,0,1,1,33,0.242,0,1
236.0,59,59.0,1.967,4.0,0,1,1,0,0,26,4,0.2,0,0,1,1,30,0.133,0,0
355.0,71,35.5,2.152,5.0,0,1,1,0,0,29,4,0.4,0,0,2,0,33,0.121,1,0
208.0,52,52.0,1.857,4.0,0,0,1,0,1,23,5,0.167,0,0,1,0,28,0.179,0,0
252.0,84,84.0,2.211,3.0,0,0,1,0,0,30,8,0.111,0,1,1,0,38,0.211,0,0
98.0,49,49.0,1.441,2.0,0,1,0,0,1,27,7,0.125,1,0,1,0,34,0.206,0,1
153.0,51,25.5,1.275,3.0,0,0,0,0,1,39,1,1.0,1,0,2,0,40,0.025,0,0
219.0,73,36.5,2.433,3.0,0,1,0,0,0,25,5,0.333,0,0,2,0,30,0.167,1,0
